DestinationMacAddr,SourceMacAddr,SourceIPAddr,DestinationIPAddr,SourcePort,DestinationPort
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,59488,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,59488
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,64387,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,64387
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,244:680:409:810:00:00:00:203,61964,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.24.24,192.168.43.33,443,62074
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,244:680:409:810:00:00:00:203,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,61964
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,52979,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,51623,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,52979,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,51623,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,52979
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,52979
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,51623
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,51623
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62097,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62097
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62097,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.40.0,192.168.43.33,443,62067
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,61870,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,55160,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,61870
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,55160
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.16.35,192.168.43.33,443,62096
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.16.35,62096,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,40.77.18.167,62098,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,57388,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,51306,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,40.77.18.167,192.168.43.33,443,62098
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,57388
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,51306
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,50922,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,63210,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,104.85.157.227,62099,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,50922
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,63210
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,104.85.157.227,192.168.43.33,443,62099
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.229.232.200,62100,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.229.232.200,192.168.43.33,443,62100
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,59606,53
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,64210,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,64210,5355
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,64057,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,64057,5355
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,59606
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,64210,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,64210,5355
33:33:0:1:0:3,d8:9c:67:d5:f3:19,,,64057,5355
1:0:5e:0:0:fc,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.252,64057,5355
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,117.18.232.200,62101,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,117.18.232.200,192.168.43.33,443,62101
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
1:0:5e:0:0:fb,d8:9c:67:d5:f3:19,192.168.43.33,224.0.0.251,5353,5353
33:33:0:0:0:fb,d8:9c:67:d5:f3:19,,,5353,5353
ff:ff:ff:ff:ff:ff,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.255,137,137
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,2620:1ec:0c:00:00:00:00:011,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62077
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,13.107.21.200,192.168.43.33,443,62076
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,13.107.42.254,192.168.43.33,443,62078
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62090,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.201.124.9,192.168.43.33,443,61617
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.201.124.9,61617,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,204.79.197.222,192.168.43.33,443,62081
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62090
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,18.237.158.96,192.168.43.33,443,62088
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,18.237.158.96,62088,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,266:280:147:12f:3c:1ba0:fc6:265a,62083,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,266:280:147:12f:3c:1ba0:fc6:265a,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62083
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,266:280:147:12f:3c:1ba0:fc6:265a,62083,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,266:280:147:12f:3c:1ba0:fc6:265a,249:4043:581:e2b4:9caf:ec2a:45c:6c1c,443,62083
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,204.79.197.254,192.168.43.33,443,62079
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,13.107.3.254,192.168.43.33,443,62080
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,74.125.24.189,192.168.43.33,443,61958
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,74.125.24.189,61958,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.114.14.66,62052,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.114.14.66,192.168.43.33,443,62052
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,52.212.240.37,61002,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,52.212.240.37,192.168.43.33,443,61002
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,192.168.43.1,54411,53
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,,,54411,53
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,,,53,54411
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,192.168.43.1,192.168.43.33,53,54411
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,35.163.13.50,62086,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,35.163.13.50,192.168.43.33,443,62086
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
1a:19:d6:e:2a:3e,d8:9c:67:d5:f3:19,192.168.43.33,111.221.29.254,62104,443
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
d8:9c:67:d5:f3:19,1a:19:d6:e:2a:3e,111.221.29.254,192.168.43.33,443,62104
